0		1617.1225
0.998801008057	1617.0687
1.99785336114	1617.0532
2.99685769328	1617.0787
3.99565870133	1617.1874
4.99465118076	1617.3054
5.99369168544	1617.2454
6.99249269349	1617.0578
7.99148517292	1616.9182
8.99046580323	1616.8455
9.9893503899	1616.7917
10.9883428693	1616.7277
11.9873234996	1616.6671
12.9861245077	1616.6581
13.9851768608	1616.6915
14.9841574911	1616.6699
15.9831618232	1616.6219
16.9819628313	1616.6243
17.9810151844	1616.6075
18.9799958147	1616.5809
19.978976445	1616.5539
20.9777893043	1616.5122
21.976829809	1616.4863
22.9758341411	1616.4419
23.9746470004	1616.3747
24.9736276307	1616.3366
25.9726681354	1616.3095
26.9714809947	1616.2941
27.970461625	1616.3102
28.9694659571	1616.3072
29.9682669652	1616.3099
30.9673193183	1616.304
31.9662999486	1616.2508
32.9652805789	1616.2111
33.9640934382	1616.149
34.9631339429	1616.1428
35.962138275	1616.1034
36.9611307544	1616.0643
37.9599317625	1616.0235
38.9589722672	1616.0409
39.9579647466	1616.0302
40.9567657547	1615.9816
41.9557700868	1615.9334
42.9548105915	1615.9345
43.9536234508	1615.891
44.9526040811	1615.8217
45.9515847114	1615.7511
46.9503975707	1615.6994
47.9494617758	1615.6687
48.9484424061	1615.6498
49.9474348855	1615.641
50.9462358936	1615.6065
51.9452763983	1615.5919
52.9442688777	1615.6027
53.9430698857	1615.667
54.9420742179	1615.6914
55.9411147226	1615.6144
56.9399275819	1615.5384
57.9389082122	1615.4884
58.9379006916	1615.4504
59.9367016997	1615.4214
60.9357659047	1615.3957
61.934746535	1615.3681
62.9337390145	1615.325
63.9325400225	1615.2861
64.9315805272	1615.2772
65.9305730066	1615.2833
66.9295536369	1615.2745
67.9283783511	1615.2106
68.9274307042	1615.1578
69.9264113345	1615.107
70.9252123425	1615.08
71.924204822	1615.0848
72.9232453266	1615.0486
73.9220700408	1615.0033
74.9210506711	1614.9879
75.9200431505	1614.976
76.9188441586	1614.9722
77.9178846633	1614.9923
78.9168771427	1615.0275
79.915857773	1614.8908
80.9146824871	1614.7993
81.9137348402	1614.7364
82.9127154705	1614.7251
83.9116961008	1614.6744
84.9105089601	1614.6306
85.9095494648	1614.6145
86.908553797	1614.5981
87.907354805	1614.5732
88.9063472844	1614.4768
89.9053877891	1614.4473
90.9041887972	1614.4266
91.9031812766	1614.4126
92.9021619069	1614.3842
93.9009866211	1614.2951
94.9000389741	1614.2095
95.8990196045	1614.1405
96.8980002348	1614.0787
97.8968130941	1614.0103
98.8958535987	1613.968
99.8948579309	1613.9193
100.893658939	1613.8817
101.892651418	1613.8432
102.891691923	1613.8143
103.890504782	1613.774
104.889485413	1613.7408
105.888525917	1613.7214
106.887350631	1613.6876
107.886343111	1613.6421
108.885323741	1613.5815
109.884124749	1613.5373
110.883177102	1613.5283
111.882157733	1613.5219
112.881162065	1613.4875
113.879963073	1613.4502
114.879015426	1613.4497
115.877996056	1613.4413
116.876988536	1613.4171
117.875789544	1613.3844
118.874830048	1613.3367
119.873834381	1613.3397
120.87264724	1613.3533
121.87162787	1613.3736
122.870668375	1613.3374
123.869481234	1613.3208
124.868461864	1613.3275
125.867466197	1613.3701
126.866267205	1613.3096
127.865319558	1613.208
128.864300188	1613.1569
129.863292667	1613.102
130.862093676	1613.064
131.861157881	1613.0185
132.860138511	1613.0202
133.85913099	1612.9799
134.857931998	1612.886
135.856972503	1612.8234
136.855964983	1612.7924
137.854765991	1612.6852
138.853770323	1612.6006
139.852822676	1612.5659
140.851623684	1612.5159
141.850604314	1612.4968
142.849596794	1612.4568
143.848397802	1612.4227
144.847462007	1612.3986
145.846442637	1612.3834
146.845435116	1612.4093
147.844236125	1612.3611
148.843288478	1612.3088
149.842269108	1612.2765
150.841070116	1612.2351
151.840074448	1612.1975
152.839126801	1612.1862
153.837927809	1612.1931
154.83690844	1612.1985
155.835900919	1612.1914
156.834701927	1612.1842
157.833766132	1612.1803
158.832746762	1612.1802
159.831739242	1612.1856
160.83054025	1612.1847
161.829592603	1612.1838
162.828573233	1612.178
163.827553864	1612.1675
164.826378578	1612.1701
165.825430931	1612.1666
166.824411561	1612.1699
167.823212569	1612.1622
168.822205049	1612.1411
169.821245553	1612.1398
170.820070267	1612.1491
171.819050898	1612.1513
172.818043377	1612.1477
173.816844385	1612.1361
174.815896738	1612.1449
175.814877369	1612.1607
176.813857999	1612.1515
177.812682713	1612.1416
178.811735066	1612.1539
179.810715696	1612.1453
180.809696327	1612.1367
181.808509186	1612.132
182.807549691	1612.1297
183.806554023	1612.1352
184.805343183	1612.1464
185.804347515	1612.1186
186.80338802	1612.137
187.802200879	1612.1401
188.80118151	1612.1505
189.80016214	1612.137
190.799046727	1612.126
191.798039206	1612.1186
192.797019836	1612.1265
193.795832696	1612.1351
194.7948732	1612.1347
195.793853831	1612.1304
196.792858163	1612.127
197.791647323	1612.1241
198.790711528	1612.1261
199.789692159	1612.1268
200.788505018	1612.1192
201.787485648	1612.1342
202.786549853	1612.1337
203.785350861	1612.1307
204.784343341	1612.1284
205.783323971	1612.1235
206.78213683	1612.1256
207.781177335	1612.13
208.780157965	1612.1225
209.779162298	1612.1193
210.777951458	1612.1273
211.777015663	1612.1352
212.775996293	1612.1234
213.774988773	1612.1083
214.773789781	1612.1066
215.772853986	1612.1163
216.771822771	1612.1251
217.770647485	1612.1205
218.769628115	1612.1116
219.768680468	1612.1064
220.767481476	1612.1007
221.766462107	1612.0996
222.765466439	1612.1049
223.764279298	1612.1096
224.763319803	1612.1047
225.762312282	1612.1096
226.761292912	1612.1357
227.760093921	1612.1094
228.759158126	1612.0982
229.75812691	1612.1006
230.757131243	1612.1107
231.755932251	1612.1437
232.754984604	1612.15
233.753965234	1612.1823
234.752766242	1612.2316
235.751770574	1612.2866
236.750822927	1612.3824
237.749623935	1612.5202
238.748616415	1612.6892
239.747597045	1612.8419
240.746398053	1612.9843
241.745462258	1613.1408
242.744431043	1613.2541
243.743435375	1613.4108
244.742236383	1613.6195
245.741288736	1613.8403
246.740269367	1614.0645
247.739070375	1614.3015
248.738074707	1614.5507
249.73712706	1614.7759
250.735928068	1614.904
251.734920547	1614.94
252.733901178	1614.8575
253.732702186	1614.7009
254.731766391	1614.5611
255.730735176	1614.466
256.729739508	1614.3608
257.728540516	1614.2438
258.727592869	1614.1341
259.726573499	1614.017
260.725554129	1613.8946
261.724366989	1613.8005
262.723431194	1613.7019
263.722411824	1613.5809
264.721224683	1613.4573
